检查项,性质,业务编码,业务名称,说明,原始数据
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""仅需密切观察和治疗原发疾病"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0EAC1AF867C458D4"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8242FE1B54F38FE9""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""不宜施行电复律"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-5D466E4ED309D22D"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-11232F442DE2E15F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""可应用β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-32A08A44046B69B3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-611B3E254208BD64""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""其他药物可选用Ⅰa、Ⅰc与Ⅲ类（胺碘酮）抗心律失常药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-8245A3712A30AF33"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-181A8671D5ABA74F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室交界性逸搏（AVjunctionalescapebeats）的心电图表现为在长于正常PP间期的间歇后出现一个正常的QRS波"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-4CFA8D85CBF7C7E6"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-BF0071184201DA34""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心电图显示正常下传的QRS波"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-55F4CB94978CF0CA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-910892B673F6F1C3""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""称为潜在起搏点"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-31F361C53FCC3620"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-30321BBB94FEC15C""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""潜在起搏点可成为主导起搏点"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0123F6D664F08003"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-9E19BF6D807CA82F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""低于潜在起搏点的固有频率"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-978410ABB048370F"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A912F96E5ABC4184""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦房结冲动不能抵达潜在起搏点部位"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-C7B2D5AB058537A9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-9CA7791E9EAEFA5D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""潜在起搏点自动除极产生逸搏"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-A1EDFDCCCAB5D0EE"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D456958074702D5F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""正常成人进行24小时动态心电图监测"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0EDF1FEA1870E800"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-95E7202AC6D8DB32""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】心电图表现为"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-3745140E278EA671"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-2151D552928E1161""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""与窦性P波形态不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-F23E5EC1D2AB45BA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AA63C0B0A72905EC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""病人可在不同时间出现一种以上的心律失常"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-09EE995DADC024AF"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C13A124204B6A805""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""应注意鉴别"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-96DE4F94AECEC54B"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B538A1092EA24B4B""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】心电图的主要表现包括"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B5359B57BB7E8B5D"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-1F339A1A4D51BD63""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""病态窦房结综合征的其他心电图改变为"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B8F34B6343089F51"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-BC4B96F20BE23C18""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】心室扑动呈正弦图形"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-BFC6E97731617738"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7065E6192E846034""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""有时难与室速鉴别"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-C087B190EDBDB1F5"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-E80946CED5B2AA93""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""无法辨认QRS波群、ST段与T波"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-3ADFD692E04AC52D"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5DF1856C2E0C52E8""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""无法分辨QRS波群、ST段及T波"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-D4D0FB87ACC3F301"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7E1CFAD777B4E567""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""抗心律失常药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0D60E907A3564E2C"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A73B724C7269832E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""特别是引起QT间期延长与尖端扭转型室速的药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-20F81D142C95A148"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D1530F98F64BA893""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心房扑动（atrialflutter）简称房扑，是介于房速和房颤之间的快速型心律失常。健康者很少见，病人多伴有器质性心脏病。【病因】多见于冠心病、瓣膜病、高血压心脏病和心肌病等器质性心脏病。此外，肺栓塞、甲状腺功能亢进、酒精中毒和心包炎等，亦可出现房扑。部分病人也可无明显病因。【临床表现】病人的症状主要与房扑的心室率相关，心室率不快时，病人可无症状；房扑伴有"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-81D10DCA77171490"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A894FD45B770358F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】心电图特征包括"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-BCBCD2FEDC09215B"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-222B351B5613372A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""根据起源点不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B47363F12667F7DA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-067CB2A950AE8C18""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】局灶性房速心电图特征包括"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-45F03A0F64B0402A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-9F8B2F7DDE9FBBF4""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""P波形态与窦性P波不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-FBF716FCF4484ED2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-4575431E0EAA2CFD""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""P波之间的等电线仍存在（与心房扑动时等电线消失不同）"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-68DE74C8382DB42E"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-9B70CDFD5F51CF7E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心电图多表现为QRS波群形态正常、RR间期规则的快速心律"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-7D45E89C444CF0F0"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-EB8503D15934790F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""缺血性心肌病（ischemiccardiomyopathy，ICM）属于冠心病的一种特殊类型或晚期阶段，临床表现为新发心衰或左心室功能障碍，可伴有各种心律失常，心脏扩大类似扩张型心肌病。其病理生理基础是冠脉粥样硬化病变使心肌长期缺血、缺氧以至心肌细胞减少、坏死、心肌纤维化、心肌瘢痕形成。【临床表现】1.充血型缺血性心肌病（1）心绞痛：常见症状之一。多有明确冠"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-9037CDE745575CA4"", ""CARD-SKELETON-20260709-EVID-BACKFILL-D82CF50AC2A7309A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【流行病学】慢性心力衰竭（chronicheartfailure，CHF）是心血管疾病的终末期阶段和最主要的死因。西方成人心衰患病率约为1%～2%，总患病率呈上升趋势。基于中国高血压调查研究的结果显示我国≥35岁人群心衰患病率约1.3%，估计患病人数890万；基于0.5亿中国城镇职工医疗保险数据的调查发现我国≥25岁人群心衰患病率约为1.1%，估计心衰病人1"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-831A4E2DCE41C056"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-243D5725E1632D4A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是心血管疾病的终末期阶段和最主要的死因"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-2D973EA09E9FC352"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-40366FB1A834F00E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是左心衰竭最早出现的症状"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-76B8EA1EE2828075"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3545763AA5D7C188""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是左心衰竭呼吸困难最严重的形式，可有哮鸣音，称为“心源性哮喘”"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-805C8074826851BC"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-88DA59E20A179331""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是肺泡和支气管黏膜淤血所致，开始常于夜间发生，坐位或立位时可减轻，白色浆液性泡沫状痰为其特点，偶可见痰中带血丝"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-7FA2A0E73D8F75AC"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-11B6726F5BA31841""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是器官、组织灌注不足及代偿性心率加快所致的症状"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-3B8032BEF4A0E9A1"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C97F6B0F6DDBA553""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是右心衰竭最常见的症状"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-F4D6956A87941616"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B97A00092A8CF5B1""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是心排血量下降，缺氧所致"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-145240ED0BAAABA4"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5955E6C461E9E415""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""是右心衰竭时的主要体征，肝颈静脉反流征阳性则更具特征性"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-A176E2CFEB9B59AC"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C73466B4A0CB2312""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【临床表现】室速的临床症状视发作时心室率、持续时间、基础心脏病和心功能状况不同而异"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-4E28A66E89FC7A03"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7D77ADBAB990504B""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""糖尿病是心力衰竭（以下简称“心衰”）的独立危险因素。无论在射血分数保留型心衰（HFpEF）或射血分数下降型心衰（HFrEF）的病人中，糖尿病都增加了病人的心血管死亡风险。【发病机制】糖尿病病人发生心衰是多种因素共同作用的结果，除了高血糖的直接和间接损害外，还包括肥胖等其他伴发代谢疾病对心肌的损害等。从病理生理学层面分析，心肌细胞代谢紊乱、钙离子调节功能障碍、"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-83DA373E0B2078D4"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7D757B90342ECC95""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""抗心律失常药物治疗原则"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-4FED37CDB2DF9B93"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8DB0F2647A2CF5FE""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""首先评估药物治疗的必要性"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-6F7E1B0D56C30CF4"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AB10A61C5F56E15D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""多不需要治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-F4E874EAE0846FE5"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-1EC7EE3F32A93B27""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心律失常治疗主要目的是缓解症状或减少心律失常对心功能和心肌缺血的影响"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-CDE20055EDD11290"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-4B3FAC46202C63C1""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""要注意兼顾基础心脏病的治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-A04147A028899C93"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7761B080B7D742A6""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""权衡心律失常治疗的重要性和紧迫性"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-E100456DAA0F41D7"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-DE0496E02C8EF96A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""要着重考虑可改善预后的综合治疗措施"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-A9708EEA52B696AE"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AAED6D897B2E1DD2""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如房颤的抗凝治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-52D31F54E50BB698"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-4E5C35A5DDA04AA6""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""正确选择抗心律失常的药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-2EB32F24260A0910"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A44F1EAADA426374""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""重点考虑药物的有效性"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-E9724370F0999171"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-944ACE075955926B""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""必要时联合电复律或临时起搏治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-46571A0968DBB892"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-06C6EE260CD86A4A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""而慢性心律失常的长期治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-9A6B2012398787CF"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C91D88FB1AE792F3""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""需要考虑药物的安全性以及基础疾病药物治疗的协同性"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-A17EF5701223C830"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-E1AE492C06A5DF6A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""协调药物治疗与非药物治疗的兼顾"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-9725471ECC41D4C9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5D4C2E5FDD51F9E4""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""注意抗心律失常药物的不良反应"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-DE1288E1C2501739"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-531AEA3A2EBD9566""]}"
