大类,推荐编码,推荐名称,疾病编码,疾病名称,动作编码,动作名称,动作关系,主证据编码,主指南编码,主指南名称,推荐等级,证据等级,阻断原因
心力衰竭,REC-C8BC81FA4A99CFFD,心衰疑诊利钠肽与超声评估规则｜超声心动图（检查）推荐,DIS-CARD-HF,心力衰竭,EXAM-TTE,超声心动图,recommends_action,EVD-C3D617211B596CF0E5CE-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-3A6BA48320B05217,心衰疑诊利钠肽与超声评估规则｜左心室射血分数（ExamIndicator）推荐,DIS-CARD-HF,心力衰竭,IND-LVEF,左心室射血分数,recommends_action,EVD-C3D617211B596CF0E5CE-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-A85649C61BA4AEA9,心衰诊断三要素规则｜心力衰竭诊断标准（诊断标准）推荐,DIS-CARD-HF,心力衰竭,DXC-CARD-C9F14771A730,心力衰竭诊断标准,recommends_action,EVD-C3D617211B596CF0E5CE-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-0F630AC742C64BB6,心衰LVEF分型规则｜射血分数降低的心力衰竭诊断标准（诊断标准）推荐,DIS-CARD-HF,心力衰竭,DXC-CARD-221AA46B58A3,射血分数降低的心力衰竭诊断标准,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-D6E3E20CC3A239C2,心衰LVEF分型规则｜射血分数保留的心力衰竭诊断标准（诊断标准）推荐,DIS-CARD-HF,心力衰竭,DXC-CARD-2456E1DC2365,射血分数保留的心力衰竭诊断标准,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-773A8F4D3FBECC1A,心衰LVEF分型规则｜射血分数轻度降低的心力衰竭诊断标准（诊断标准）推荐,DIS-CARD-HF,心力衰竭,DXC-CARD-28280DD401C8,射血分数轻度降低的心力衰竭诊断标准,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-9374F3930A04EA51,心衰LVEF分型规则｜左心室射血分数（ExamIndicator）推荐,DIS-CARD-HF,心力衰竭,IND-LVEF,左心室射血分数,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-B85BF2552DE6849B,急性心衰淤血处理规则｜肾功能与电解质（检查）推荐,DIS-CARD-HF,心力衰竭,LAB-CARD-RENAL-ELECTROLYTE-CDSS,肾功能与电解质,recommends_action,EVD-3D73B3265AA9A0357CBB-AHF,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,未结构化,未结构化,
心力衰竭,REC-1F08D0D8F95F8840,急性心衰淤血处理规则｜袢利尿剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-072B93AB8BC2,袢利尿剂,recommends_action,EVD-3D73B3265AA9A0357CBB-AHF,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,未结构化,未结构化,
心力衰竭,REC-D45CAF96A2017FFB,急性心衰淤血处理规则｜急性心力衰竭治疗方案（治疗方案）推荐,DIS-CARD-HF,心力衰竭,PLAN-CARD-8DE84AB1F5CB,急性心力衰竭治疗方案,recommends_action,EVD-3D73B3265AA9A0357CBB-AHF,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,未结构化,未结构化,
心力衰竭,REC-BC83F3EE8B0FA67D,HFrEF长期规范药物治疗规则｜β受体阻滞剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-BETA-BLOCKER,β受体阻滞剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-52314CDED5532BDA,HFrEF长期规范药物治疗规则｜钠-葡萄糖协同转运蛋白2抑制剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-3B504DD7AA33,钠-葡萄糖协同转运蛋白2抑制剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-3F196A9FDA47EC87,HFrEF长期规范药物治疗规则｜血管紧张素受体脑啡肽酶抑制剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-5C774D10CF46,血管紧张素受体脑啡肽酶抑制剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-1EAC86CC172E82A3,HFrEF长期规范药物治疗规则｜血管紧张素Ⅱ受体阻滞剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心肌病,REC-7BE93D3C194B1C0A,心房心肌病路径评估规则｜EHRA心房心肌病组织学分型诊断框架（诊断标准）推荐,DIS-CARD-CM-ATRIAL,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CM-ATRIAL-EHRA-CLASS,EHRA心房心肌病组织学分型诊断框架,recommends_action,EVD-B7158EA8F42BD3742755-ATRIAL,SRC-DOC-DDFCCE53CA9DCC09,HCM  ESC 2023.pdf,未结构化,未结构化,
心力衰竭,REC-292BE2CF55986450,HFrEF长期规范药物治疗规则｜盐皮质激素受体拮抗剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-E2FE14E667D7,盐皮质激素受体拮抗剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-A42A28167A3ECA65,HFrEF长期规范药物治疗规则｜血管紧张素转换酶抑制剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-B3EABCBC56B3613A,HFrEF长期规范药物治疗规则｜射血分数降低的心力衰竭治疗方案（治疗方案）推荐,DIS-CARD-HF,心力衰竭,PLAN-CARD-4C0507593DD1,射血分数降低的心力衰竭治疗方案,recommends_action,EVD-6C40984E352072D805F6-HF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-B04D6200D4BB9821,HFpEF综合管理规则｜钠-葡萄糖协同转运蛋白2抑制剂（药物）推荐,DIS-CARD-HF,心力衰竭,MED-CARD-3B504DD7AA33,钠-葡萄糖协同转运蛋白2抑制剂,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-84BF0B512DC5CDB8,HFpEF综合管理规则｜射血分数保留的心力衰竭治疗方案（治疗方案）推荐,DIS-CARD-HF,心力衰竭,PLAN-CARD-71EEE6F12EA8,射血分数保留的心力衰竭治疗方案,recommends_action,EVD-7DFE0F3278CE8851A238-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未结构化,未结构化,
心力衰竭,REC-F0EDA6FAF73E180D,心衰随访与用药安全监测规则｜心力衰竭随访方案（随访）推荐,DIS-CARD-HF,心力衰竭,FU-CARD-8BCE7C3349BC,心力衰竭随访方案,recommends_action,EVD-D33B79AC036793E90BBD-HF,SRC-DOC-C440C68F7BD2DFFB,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,未结构化,未结构化,
心力衰竭,REC-94618DD43705D2DF,心衰随访与用药安全监测规则｜肾功能与电解质（检查）推荐,DIS-CARD-HF,心力衰竭,LAB-CARD-RENAL-ELECTROLYTE-CDSS,肾功能与电解质,recommends_action,EVD-D33B79AC036793E90BBD-HF,SRC-DOC-C440C68F7BD2DFFB,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,未结构化,未结构化,
心力衰竭,REC-A515D5BD5F41CCE3,心衰随访与用药安全监测规则｜心力衰竭风险分层（风险分层）推荐,DIS-CARD-HF,心力衰竭,RISK-CARD-FDA995103C36,心力衰竭风险分层,recommends_action,EVD-D33B79AC036793E90BBD-HF,SRC-DOC-C440C68F7BD2DFFB,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,未结构化,未结构化,
心律失常,REC-15126939F30762EE,室性心律失常路径评估规则｜室性心律失常诊断标准（诊断标准）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-REQ-206010AB3275,室性心律失常诊断标准,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-2552823372289E79,室性心律失常路径治疗决策规则｜室性心律失常治疗方案（治疗方案）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-2DBB5F9C858E,室性心律失常治疗方案,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-3988F9FE0A801E2A,室性心律失常路径治疗决策规则｜射频消融治疗（治疗方案）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-8D7FDE84DC07,射频消融治疗,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-AF4CC96EF2F02105,室性心律失常路径治疗决策规则｜ICD治疗（治疗方案）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-3A4D17008D1F8F04,室性心律失常路径治疗决策规则｜电复律除颤（治疗方案）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A694F46F1102,电复律除颤,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-FEE2B4F5EF9F1D23,室性心律失常路径治疗决策规则｜抗心律失常药物治疗（治疗方案）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-E01DCE98BB99,抗心律失常药物治疗,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-F00FEA7F92ABEDCF,室性心律失常路径随访安全规则｜室性心律失常随访方案（随访）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-560244BBE36C,室性心律失常随访方案,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心肌病,REC-333AA9DF420F7DB2,心房心肌病路径治疗决策规则｜房性心律失常与卒中风险管理（治疗方案）推荐,DIS-CARD-CM-ATRIAL,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-CM-ATRIAL-AF-STROKE-RISK-MANAGEMENT,房性心律失常与卒中风险管理,recommends_action,EVD-B7158EA8F42BD3742755-ATRIAL,SRC-DOC-DDFCCE53CA9DCC09,HCM  ESC 2023.pdf,未结构化,未结构化,
心肌病,REC-0F86F06B81582959,心房心肌病路径随访安全规则｜心房心肌病随访方案（随访）推荐,DIS-CARD-CM-ATRIAL,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-4F0F5C00E92E,心房心肌病随访方案,recommends_action,EVD-B7158EA8F42BD3742755-ATRIAL,SRC-DOC-DDFCCE53CA9DCC09,HCM  ESC 2023.pdf,未结构化,未结构化,
心肌病,REC-C0E48FC63BA63D40,心房心肌病路径随访安全规则｜心房心肌病风险分层（风险分层）推荐,DIS-CARD-CM-ATRIAL,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-5D9AF80FB084,心房心肌病风险分层,recommends_action,EVD-B7158EA8F42BD3742755-ATRIAL,SRC-DOC-DDFCCE53CA9DCC09,HCM  ESC 2023.pdf,未结构化,未结构化,
心律失常,REC-5CF2C71E532DF775,室性心律失常路径随访安全规则｜室性心律失常风险分层（风险分层）推荐,DIS-CARD-ARR-VA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-ED4558D6EFFC,室性心律失常风险分层,recommends_action,EVD-016B94527BFF83301D33-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-B16B52AD84F730BD,心室扑动与心室颤动路径评估规则｜心室扑动与心室颤动诊断标准（诊断标准）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-8ACA8BC65FBE,心室扑动与心室颤动诊断标准,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-8C04A95AF651F1C5,心室扑动与心室颤动路径治疗决策规则｜射频消融治疗（治疗方案）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-8D7FDE84DC07,射频消融治疗,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-8EB7BC695BE11E46,心室扑动与心室颤动路径治疗决策规则｜抗凝治疗（治疗方案）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A1C4E6332D38,抗凝治疗,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-EA3C35D449A69450,心室扑动与心室颤动路径治疗决策规则｜急救复苏（治疗方案）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-C23D6266C767,急救复苏,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-300EDB319691EA8A,心室扑动与心室颤动路径治疗决策规则｜抗心律失常药物治疗（治疗方案）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-E01DCE98BB99,抗心律失常药物治疗,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-5BF430CF0B27E0F5,心室扑动与心室颤动路径治疗决策规则｜心室扑动与心室颤动治疗方案（治疗方案）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-F4DFEE3BA390,心室扑动与心室颤动治疗方案,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-557EEA930403FD14,心室扑动与心室颤动路径随访安全规则｜心室扑动与心室颤动随访方案（随访）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-615F1DEDC4A6,心室扑动与心室颤动随访方案,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-D0FB9C2CE9FA19D8,心室扑动与心室颤动路径随访安全规则｜心室扑动与心室颤动风险分层（风险分层）推荐,DIS-CARD-ARR-VF,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-101DF0D8A1E8,心室扑动与心室颤动风险分层,recommends_action,EVD-TB-C001445EDA5318276FDC-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心肌病,REC-E1C706AC712F073D,致心律失常性左心室心肌病路径评估规则｜ALVC左心室受累诊断流程（诊断标准）推荐,DIS-CARD-CM-ALVC,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CM-ALVC-PADUA-LV,ALVC左心室受累诊断流程,recommends_action,EVD-166438AB9D1A5DD206B5-ALVC,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-7F81953DE3512D77,致心律失常性左心室心肌病路径治疗决策规则｜致心律失常性左心室心肌病治疗方案（治疗方案）推荐,DIS-CARD-CM-ALVC,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-501677A0810C,致心律失常性左心室心肌病治疗方案,recommends_action,EVD-166438AB9D1A5DD206B5-ALVC,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-ECBD71CB0860E1D7,致心律失常性左心室心肌病路径随访安全规则｜致心律失常性左心室心肌病随访方案（随访）推荐,DIS-CARD-CM-ALVC,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-54FDCA736767,致心律失常性左心室心肌病随访方案,recommends_action,EVD-166438AB9D1A5DD206B5-ALVC,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-4E1F1511A359893F,致心律失常性左心室心肌病路径随访安全规则｜致心律失常性左心室心肌病风险分层（风险分层）推荐,DIS-CARD-CM-ALVC,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-D82F521AFD8B,致心律失常性左心室心肌病风险分层,recommends_action,EVD-166438AB9D1A5DD206B5-ALVC,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-409D51FF3EF8F9F0,淀粉样变心肌病路径评估规则｜淀粉样变心肌病诊断标准（诊断标准）推荐,DIS-CARD-CM-AMYLOID,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-C5CD88A6E22B,淀粉样变心肌病诊断标准,recommends_action,EVD-FBB22B98ABF7CAAFF24A-AMYLOID,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-43CB93405DFD3C3B,淀粉样变心肌病路径治疗决策规则｜淀粉样变心肌病治疗方案（治疗方案）推荐,DIS-CARD-CM-AMYLOID,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-BE44DFBB5552,淀粉样变心肌病治疗方案,recommends_action,EVD-FBB22B98ABF7CAAFF24A-AMYLOID,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,未结构化,未结构化,
心肌病,REC-D528B7393F407AFD,肥厚型心肌病路径评估规则｜肥厚型心肌病诊断标准（诊断标准）推荐,DIS-CARD-CM-HCM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-4335F6498D1C,肥厚型心肌病诊断标准,recommends_action,EVD-FFEC8CA65DBBB1B8118F-HCM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心肌病,REC-2B53E0EC6FAAF3FC,肥厚型心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,DIS-CARD-CM-HCM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A1C4E6332D38,抗凝治疗,recommends_action,EVD-FFEC8CA65DBBB1B8118F-HCM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
