状态,路径,分组,大小KB,建议动作,原因
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_别名不足_133856/06_quality_audit/treatment_plan_actionability_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.11,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_别名不足_133856/07_review_package/专家审核说明.md,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.64,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/G0_startup_gate_checklist.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.42,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/G0_startup_gate_result.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.47,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/batch_config.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,1.27,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/batch_config.yaml,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,4.03,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/controlled_vocabulary.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.98,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/00_scope_and_config/scope_taxonomy.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.77,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/01_source_manifest/dedup_index.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.08,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/01_source_manifest/source_documents_manifest.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,1.27,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/01_source_manifest/source_folder_summary.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.28,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/02_page_audit/document_quality_audit.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.39,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/02_page_audit/pdf_parse_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.21,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/04_evidence_and_extraction/alias_normalization_log.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.09,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/04_evidence_and_extraction/graph_extraction_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.27,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/04_evidence_and_extraction/guideline_evidence_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.17,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/cdss_recommendation_readiness_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/disease_pathway_coverage.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/evidence_duplicate_key_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/evidence_missing_key_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/evidence_non_shared_code_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/evidence_wrong_shared_code_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/medication_alias_instance_gap_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.08,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/medication_class_specific_gap_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.05,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/medication_name_error_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.04,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/missing_reason_and_solution.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.09,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_冠心病ACS2025补充解析_编码不足_135035/06_quality_audit/pathway_applicability_profile_errors.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.06,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
