issue_scope,source_disease_name,target_subject_name,slot,mapping_status,mapping_type,total_rows,mergeable_rows,blocked_rows,strong_rows,medium_rows,noise_rows,unique_entity_count,sample_entities,sample_evidence,decision_counts
历史候选池归并风险，不作为当前骨架缺陷,心房扑动,心房扑动,clinical_manifestation,可自动采用,exact,108,60,48,7,53,0,23,发绀；奔马律；心动过速；休克；休克；心悸；乏力；头晕；晕厥；黑矇；心动过速；心动过缓；晕厥；心动过缓；心动过缓；心动过速；心动过缓；心动过速；胸痛；心悸,1. 呼吸系统 呼吸频率增快，可见发绀，肺部可闻及哮鸣音和 / 或细湿啰音，偶可闻及血管杂音；合并肺不张和胸腔积液时出现相应的体征。 || 2. 循环系统 主要是肺动脉高压、右心功能不全以及左心搏出量急剧减少的体征。窦性心动过速最常见，并可见心律失常如期前收缩、室上性心动过速、心房扑动和心房颤动等；部分病人可闻及肺动脉瓣区第二心音亢进（P || 2. 循环系统 主要是肺动脉高压、右心功能不全以及左心搏出量急剧减少的体征。窦性心动过速最常见，并可见心律失常如期前收缩、室上性心动过速、心房扑动和心房颤动等；部分病人可闻及肺动脉瓣区第二心音亢进（P,"{""可进入抽样复核后归并"": 60, ""阻断_证据文本不足"": 48}"
历史候选池归并风险，不作为当前骨架缺陷,静脉血栓症,静脉血栓症,exam_lab,可自动采用,exact,68,20,48,0,20,0,18,血糖；动脉血气分析；超声心动图；肾功能；超声心动图；心电图；心电图；超声心动图；脑钠肽；超声心动图；心电图；超声心动图；心电图；超声心动图；心电图；超声心动图；磁共振成像；肾功能；肾功能；心电图,（3）抗炎制剂：糖皮质激素，用于哮喘或慢阻肺病的治疗，多采用吸入剂型；用于间质性肺炎、肺血管炎等，多采用系统激素治疗。长期激素应用需要注意监测血压、血糖、血脂，口服激素超过 3 个月以上者，需要给予二 || （3）肺栓塞：多有静脉血栓的危险因素，如血栓性静脉炎、心肺疾病、创伤、手术和肿瘤等病史，呼吸困难较明显，可发生咯血、晕厥。X 线胸片示区域性肺血管纹理减少，有时可见尖端指向肺门的楔形阴影。动脉血气分析 || 6. 超声心动图 在提示 PTE 诊断、发现右心室功能障碍和排除其他心血管疾病方面有重要价值。可发现右心室后负荷增加的征象，在少数 PTE 疑诊病人中，可同时发现右心房、右心室及肺动脉血栓。,"{""可进入抽样复核后归并"": 20, ""阻断_证据文本不足"": 48}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,etiology_pathogenesis,可自动采用,normalized_equal,97,50,47,6,44,1,7,动脉粥样硬化；动脉粥样硬化；动脉粥样硬化；动脉粥样硬化；遗传因素；炎症；动脉粥样硬化；心肌缺血；动脉粥样硬化；动脉粥样硬化；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；遗传因素；心肌缺血；心肌缺血；动脉粥样硬化,1. 左心衰竭引起的呼吸困难 该病与重症哮喘症状相似，极易混淆。鉴别要点：病人多有高血压、冠状动脉粥样硬化性心脏病、风湿性心脏病等病史和体征，突发气急，端坐呼吸，阵发性咳嗽，常咳出粉红色泡沫痰，两肺可 || 1. 对症治疗 肺结核的一般症状在合理化疗下很快减轻或消失，无需特殊处理。咯血是肺结核的常见症状，一般少量咯血，多以安慰病人、消除紧张、卧床休息为主，可用氨基己酸、氨甲苯酸、酚磺乙胺、卡巴克洛等药物止 || 1. 冠状动脉粥样硬化性心脏病（冠心病） 慢性肺心病与冠心病均多见于老年人。冠心病多有典型的心绞痛、心肌梗死病史或心电图表现，若有左心衰竭的发作史、原发性高血压、高脂血症、糖尿病病史，则更有助于鉴别。,"{""可进入抽样复核后归并"": 50, ""阻断_疑似非正文噪声"": 1, ""阻断_证据文本不足"": 46}"
历史候选池归并风险，不作为当前骨架缺陷,动脉粥样硬化,动脉粥样硬化,clinical_manifestation,可自动采用,exact,139,93,46,38,55,0,29,胸闷；咳嗽；呼吸困难；端坐呼吸；咳嗽；奔马律；高血压；咯血；高血压；发绀；水肿；颈静脉怒张；高血压；呼吸困难；呼吸困难；胸痛；胸闷；高血压；休克；呼吸困难,3. 临床控制期 指病人无喘息、气急、胸闷、咳嗽等症状 4 周以上，近一年内无急性发作，肺功能正常。 || 3. 临床控制期 指病人无喘息、气急、胸闷、咳嗽等症状 4 周以上，近一年内无急性发作，肺功能正常。 || 1. 左心衰竭引起的呼吸困难 该病与重症哮喘症状相似，极易混淆。鉴别要点：病人多有高血压、冠状动脉粥样硬化性心脏病、风湿性心脏病等病史和体征，突发气急，端坐呼吸，阵发性咳嗽，常咳出粉红色泡沫痰，两肺可,"{""可进入抽样复核后归并"": 93, ""阻断_证据文本不足"": 46}"
历史候选池归并风险，不作为当前骨架缺陷,心肌炎,心肌炎,clinical_manifestation,可自动采用,exact,114,68,46,25,43,0,27,咳嗽；发热；水肿；咳嗽；咳嗽；高血压；休克；休克；奔马律；呼吸困难；高血压；休克；心动过速；心动过速；晕厥；心动过速；低血压；心动过速；心动过缓；心动过速,1. 过敏性鼻炎 起病急，常表现为鼻黏膜充血和分泌物增多，伴有突发性连续喷嚏、鼻痒、鼻塞和大量清涕，无发热，咳嗽较少。多由过敏因素如螨虫、灰尘、动物毛皮、低温等刺激引起。如脱离变应原，数分钟至 1～2 || 1. 过敏性鼻炎 起病急，常表现为鼻黏膜充血和分泌物增多，伴有突发性连续喷嚏、鼻痒、鼻塞和大量清涕，无发热，咳嗽较少。多由过敏因素如螨虫、灰尘、动物毛皮、低温等刺激引起。如脱离变应原，数分钟至 1～2 || 1. 过敏性鼻炎 起病急，常表现为鼻黏膜充血和分泌物增多，伴有突发性连续喷嚏、鼻痒、鼻塞和大量清涕，无发热，咳嗽较少。多由过敏因素如螨虫、灰尘、动物毛皮、低温等刺激引起。如脱离变应原，数分钟至 1～2,"{""可进入抽样复核后归并"": 68, ""阻断_证据文本不足"": 46}"
历史候选池归并风险，不作为当前骨架缺陷,动脉粥样硬化,动脉粥样硬化,treatment,可自动采用,exact,78,33,45,9,24,1,18,药物治疗；血运重建；药物治疗；血运重建；药物治疗；药物治疗；硝酸酯类药物；钙通道阻滞剂；他汀类药物；钙通道阻滞剂；利尿剂；钙通道阻滞剂；血管紧张素Ⅱ受体拮抗剂；利尿剂；利尿剂；降压治疗；降压治疗；利尿剂；药物治疗；药物治疗,2. 糖皮质激素 糖皮质激素治疗结核病的应用主要是利用其抗炎、抗毒作用。仅用于结核毒性症状严重者。必须确保在有效抗结核药物治疗的情况下使用。使用剂量依病情而定，一般用泼尼松口服每日 20mg，顿服，1 || 致器官的缺血。结合形态学和功能学的评估指导治疗方案的确定，包括血运重建（介入或外科治疗）的适应证和手术方法。超声可发现体表动脉如颈动脉、下肢动脉壁的斑块，多普勒超声检查有助于判断血流情况。X 线检查可 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特,"{""可进入抽样复核后归并"": 33, ""阻断_疑似非正文噪声"": 1, ""阻断_证据文本不足"": 44}"
历史候选池归并风险，不作为当前骨架缺陷,室性期前收缩,室性期前收缩,clinical_manifestation,可自动采用,exact,98,54,44,6,48,0,25,心动过速；心动过速；心悸；晕厥；晕厥；心动过速；高血压；胸闷；心悸；乏力；头晕；低血压；心动过速；心动过速；心动过速；心动过速；心动过缓；心动过速；心动过缓；心动过速,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 2. 运动心电图 是最广泛使用的一种心电图负荷试验，除常用于检测冠心病引起的心肌缺血和评估预后外，亦用于明确心肌缺血是否合并相关心律失常；评估已知或可疑运动诱发的室性心律失常（如儿茶酚胺敏感性室性心动 || 3. 持续心电监测 是筛查和诊断心律失常的常用方法，主要包括动态心电图（Holter ECG monitoring，简称 Holter）、事件记录器（event recorder）和植入型心电监测仪（,"{""可进入抽样复核后归并"": 54, ""阻断_证据文本不足"": 44}"
历史候选池归并风险，不作为当前骨架缺陷,动脉粥样硬化,动脉粥样硬化,risk_factor,可自动采用,exact,135,92,43,39,53,0,10,糖尿病；高脂血症；感染；手术；长期卧床；吸烟；感染；手术；吸烟；感染；吸烟；糖尿病；高脂血症；吸烟；家族史；手术；肿瘤；糖尿病；肥胖；吸烟,1. 冠状动脉粥样硬化性心脏病（冠心病） 慢性肺心病与冠心病均多见于老年人。冠心病多有典型的心绞痛、心肌梗死病史或心电图表现，若有左心衰竭的发作史、原发性高血压、高脂血症、糖尿病病史，则更有助于鉴别。 || 1. 冠状动脉粥样硬化性心脏病（冠心病） 慢性肺心病与冠心病均多见于老年人。冠心病多有典型的心绞痛、心肌梗死病史或心电图表现，若有左心衰竭的发作史、原发性高血压、高脂血症、糖尿病病史，则更有助于鉴别。 || 1. 哮喘与慢阻肺病 两者急性发作时均有不同程度的呼吸困难，体征亦与自发性气胸相似。哮喘病人常有反复阵发性喘息发作史，慢阻肺病病人的呼吸困难多呈长期缓慢进行性加重。当哮喘及慢阻肺病病人突发严重呼吸困难,"{""可进入抽样复核后归并"": 92, ""阻断_证据文本不足"": 43}"
历史候选池归并风险，不作为当前骨架缺陷,室性心动过速,室性心动过速,complication,可自动采用,exact,128,85,43,23,62,0,4,心律失常；猝死；心律失常；心律失常；猝死；心律失常；心律失常；心律失常；心律失常；猝死；心律失常；心律失常；心律失常；猝死；心律失常；猝死；心律失常；心力衰竭；心力衰竭；心律失常,2. 植入型心律转复除颤器（implantable cardioverter defibrillator，ICD） 中重度心衰病人逾半数死于恶性室性心律失常所致心脏性猝死，而 ICD 可用于以下病人的 || 2. 植入型心律转复除颤器（implantable cardioverter defibrillator，ICD） 中重度心衰病人逾半数死于恶性室性心律失常所致心脏性猝死，而 ICD 可用于以下病人的 || 【心律失常病因】 心律失常的病因可分为遗传性和后天获得性。,"{""可进入抽样复核后归并"": 85, ""阻断_证据文本不足"": 43}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣狭窄,二尖瓣狭窄,clinical_manifestation,可自动采用,exact,78,38,40,20,18,0,24,咳嗽；咳嗽；咯血；端坐呼吸；水肿；颈静脉怒张；发绀；杵状指；心动过速；高血压；心动过速；心动过缓；低血压；高血压；第三心音；呼吸困难；咳嗽；咯血；水肿；水肿,5. 特发性肺纤维化 临床经过多缓慢，开始仅有咳嗽、咳痰，偶有气短。听诊在胸背部可闻及爆裂音（Velcro 啰音）。血气分析示动脉血氧分压降低，而二氧化碳分压可不升高。高分辨率螺旋 CT 检查有助诊断 || 6. 支气管扩张 典型者表现为反复咳嗽、咳大量脓痰或咯血。高分辨率螺旋 CT 检查可确定诊断。 || 6. 支气管扩张 典型者表现为反复咳嗽、咳大量脓痰或咯血。高分辨率螺旋 CT 检查可确定诊断。,"{""可进入抽样复核后归并"": 38, ""阻断_证据文本不足"": 40}"
历史候选池归并风险，不作为当前骨架缺陷,心包积液及心脏压塞,心包积液及心脏压塞,complication,可自动采用,exact,108,68,40,0,68,0,9,心脏压塞；出血；出血；心脏压塞；出血；心脏压塞；肺栓塞；肺动脉高压；心脏压塞；心律失常；肺栓塞；心律失常；心脏压塞；肺栓塞；心律失常；心律失常；心脏压塞；心力衰竭；心律失常；脑卒中,5. 心包积液 肿瘤可通过直接蔓延侵犯心包，亦可阻塞心脏的淋巴引流导致心包积液。迅速产生或者大量的心包积液可有心脏压塞症状。 || 出血倾向（自发性出血） 口服抗凝药物（如华法林）治疗创伤性心肺复苏 心包炎或心包积液 糖尿病视网膜病变 妊娠 年龄＞75 岁 || 溶栓治疗的主要并发症为出血。用药前应充分评估出血风险，必要时做好输血准备。溶栓前宜留置外周静脉套管针，以方便溶栓中取血监测。溶栓治疗的其他副作用还有发热、过敏反应（多见于链激酶）、低血压、恶心、呕吐、,"{""可进入抽样复核后归并"": 68, ""阻断_证据文本不足"": 40}"
